world,class,operation,passed,shortest_witness
376,admissible,rename,1,
376,admissible,rigid_isometry,1,
376,admissible,edge_order,1,
376,admissible,full_iso,1,
376,mutation,metric,1,out_edge_type=G
376,mutation,edge_type,1,out_edge_type=G
376,mutation,boundary,1,boundary=open
376,mutation,warrant,1,warrant=definition
376,mutation,continuation,1,continuation=0
376,mutation,role,1,role=participant
377,admissible,rename,1,
377,admissible,rigid_isometry,1,
377,admissible,edge_order,1,
377,admissible,full_iso,1,
377,mutation,metric,1,out_edge_type=G
377,mutation,edge_type,1,out_edge_type=G
377,mutation,boundary,1,boundary=open
377,mutation,warrant,1,warrant=definition
377,mutation,continuation,1,continuation=0
377,mutation,role,1,role=participant
378,admissible,rename,1,
378,admissible,rigid_isometry,1,
378,admissible,edge_order,1,
378,admissible,full_iso,1,
378,mutation,metric,1,exists_metric_le=1.25
378,mutation,edge_type,1,out_edge_type=G
378,mutation,boundary,1,boundary=open
378,mutation,warrant,1,warrant=definition
378,mutation,continuation,1,continuation=0
378,mutation,role,1,role=participant
379,admissible,rename,1,
379,admissible,rigid_isometry,1,
379,admissible,edge_order,1,
379,admissible,full_iso,1,
379,mutation,metric,1,out_edge_type=G
379,mutation,edge_type,1,out_edge_type=G
379,mutation,boundary,1,boundary=open
379,mutation,warrant,1,warrant=definition
379,mutation,continuation,1,continuation=0
379,mutation,role,1,role=participant
380,admissible,rename,1,
380,admissible,rigid_isometry,1,
380,admissible,edge_order,1,
380,admissible,full_iso,1,
380,mutation,metric,1,out_edge_type=G
380,mutation,edge_type,1,out_edge_type=G
380,mutation,boundary,1,boundary=open
380,mutation,warrant,1,warrant=definition
380,mutation,continuation,1,continuation=0
380,mutation,role,1,role=participant
381,admissible,rename,1,
381,admissible,rigid_isometry,1,
381,admissible,edge_order,1,
381,admissible,full_iso,1,
381,mutation,metric,1,exists_same_type_metric_le=3.0
381,mutation,edge_type,1,out_edge_type=G
381,mutation,boundary,1,boundary=open
381,mutation,warrant,1,warrant=definition
381,mutation,continuation,1,continuation=0
381,mutation,role,1,role=participant
382,admissible,rename,1,
382,admissible,rigid_isometry,1,
382,admissible,edge_order,1,
382,admissible,full_iso,1,
382,mutation,metric,1,exists_metric_le=2.0
382,mutation,edge_type,1,out_edge_type=G
382,mutation,boundary,1,boundary=open
382,mutation,warrant,1,warrant=definition
382,mutation,continuation,1,continuation=0
382,mutation,role,1,role=participant
383,admissible,rename,1,
383,admissible,rigid_isometry,1,
383,admissible,edge_order,1,
383,admissible,full_iso,1,
383,mutation,metric,1,out_edge_type=G
383,mutation,edge_type,1,out_edge_type=G
383,mutation,boundary,1,boundary=open
383,mutation,warrant,1,warrant=definition
383,mutation,continuation,1,continuation=0
383,mutation,role,1,role=participant
384,admissible,rename,1,
384,admissible,rigid_isometry,1,
384,admissible,edge_order,1,
384,admissible,full_iso,1,
384,mutation,metric,1,out_edge_type=G
384,mutation,edge_type,1,out_edge_type=G
384,mutation,boundary,1,boundary=open
384,mutation,warrant,1,warrant=definition
384,mutation,continuation,1,continuation=0
384,mutation,role,1,role=participant
385,admissible,rename,1,
385,admissible,rigid_isometry,1,
385,admissible,edge_order,1,
385,admissible,full_iso,1,
385,mutation,metric,1,out_edge_type=G
385,mutation,edge_type,1,out_edge_type=G
385,mutation,boundary,1,boundary=open
385,mutation,warrant,1,warrant=definition
385,mutation,continuation,1,continuation=0
385,mutation,role,1,role=participant
386,admissible,rename,1,
386,admissible,rigid_isometry,1,
386,admissible,edge_order,1,
386,admissible,full_iso,1,
386,mutation,metric,1,out_edge_type=G
386,mutation,edge_type,1,out_edge_type=G
386,mutation,boundary,1,boundary=open
386,mutation,warrant,1,warrant=definition
386,mutation,continuation,1,continuation=0
386,mutation,role,1,role=participant
387,admissible,rename,1,
387,admissible,rigid_isometry,1,
387,admissible,edge_order,1,
387,admissible,full_iso,1,
387,mutation,metric,1,out_edge_type=G
387,mutation,edge_type,1,out_edge_type=G
387,mutation,boundary,1,boundary=open
387,mutation,warrant,1,warrant=definition
387,mutation,continuation,1,continuation=0
387,mutation,role,1,role=participant
388,admissible,rename,1,
388,admissible,rigid_isometry,1,
388,admissible,edge_order,1,
388,admissible,full_iso,1,
388,mutation,metric,1,out_edge_type=G
388,mutation,edge_type,1,out_edge_type=G
388,mutation,boundary,1,boundary=open
388,mutation,warrant,1,warrant=definition
388,mutation,continuation,1,continuation=0
388,mutation,role,1,role=participant
389,admissible,rename,1,
389,admissible,rigid_isometry,1,
389,admissible,edge_order,1,
389,admissible,full_iso,1,
389,mutation,metric,1,exists_metric_le=1.25
389,mutation,edge_type,1,out_edge_type=G
389,mutation,boundary,1,boundary=open
389,mutation,warrant,1,warrant=definition
389,mutation,continuation,1,continuation=0
389,mutation,role,1,role=participant
390,admissible,rename,1,
390,admissible,rigid_isometry,1,
390,admissible,edge_order,1,
390,admissible,full_iso,1,
390,mutation,metric,1,exists_metric_le=1.25
390,mutation,edge_type,1,out_edge_type=G
390,mutation,boundary,1,boundary=open
390,mutation,warrant,1,warrant=definition
390,mutation,continuation,1,continuation=0
390,mutation,role,1,role=participant
391,admissible,rename,1,
391,admissible,rigid_isometry,1,
391,admissible,edge_order,1,
391,admissible,full_iso,1,
391,mutation,metric,1,exists_metric_le=1.25
391,mutation,edge_type,1,out_edge_type=G
391,mutation,boundary,1,boundary=open
391,mutation,warrant,1,warrant=definition
391,mutation,continuation,1,continuation=0
391,mutation,role,1,role=participant
392,admissible,rename,1,
392,admissible,rigid_isometry,1,
392,admissible,edge_order,1,
392,admissible,full_iso,1,
392,mutation,metric,1,out_edge_type=G
392,mutation,edge_type,1,out_edge_type=G
392,mutation,boundary,1,boundary=open
392,mutation,warrant,1,warrant=definition
392,mutation,continuation,1,continuation=0
392,mutation,role,1,role=participant
393,admissible,rename,1,
393,admissible,rigid_isometry,1,
393,admissible,edge_order,1,
393,admissible,full_iso,1,
393,mutation,metric,1,exists_metric_le=1.25
393,mutation,edge_type,1,out_edge_type=G
393,mutation,boundary,1,boundary=open
393,mutation,warrant,1,warrant=definition
393,mutation,continuation,1,continuation=0
393,mutation,role,1,role=participant
394,admissible,rename,1,
394,admissible,rigid_isometry,1,
394,admissible,edge_order,1,
394,admissible,full_iso,1,
394,mutation,metric,1,exists_metric_le=1.25
394,mutation,edge_type,1,out_edge_type=G
394,mutation,boundary,1,boundary=open
394,mutation,warrant,1,warrant=definition
394,mutation,continuation,1,continuation=0
394,mutation,role,1,role=participant
395,admissible,rename,1,
395,admissible,rigid_isometry,1,
395,admissible,edge_order,1,
395,admissible,full_iso,1,
395,mutation,metric,1,exists_metric_le=2.0
395,mutation,edge_type,1,out_edge_type=G
395,mutation,boundary,1,boundary=open
395,mutation,warrant,1,warrant=definition
395,mutation,continuation,1,continuation=0
395,mutation,role,1,role=participant
396,admissible,rename,1,
396,admissible,rigid_isometry,1,
396,admissible,edge_order,1,
396,admissible,full_iso,1,
396,mutation,metric,1,out_edge_type=G
396,mutation,edge_type,1,out_edge_type=G
396,mutation,boundary,1,boundary=open
396,mutation,warrant,1,warrant=definition
396,mutation,continuation,1,continuation=0
396,mutation,role,1,role=participant
397,admissible,rename,1,
397,admissible,rigid_isometry,1,
397,admissible,edge_order,1,
397,admissible,full_iso,1,
397,mutation,metric,1,out_edge_type=G
397,mutation,edge_type,1,out_edge_type=G
397,mutation,boundary,1,boundary=open
397,mutation,warrant,1,warrant=definition
397,mutation,continuation,1,continuation=0
397,mutation,role,1,role=participant
398,admissible,rename,1,
398,admissible,rigid_isometry,1,
398,admissible,edge_order,1,
398,admissible,full_iso,1,
398,mutation,metric,1,out_edge_type=G
398,mutation,edge_type,1,out_edge_type=G
398,mutation,boundary,1,boundary=open
398,mutation,warrant,1,warrant=definition
398,mutation,continuation,1,continuation=0
398,mutation,role,1,role=participant
399,admissible,rename,1,
399,admissible,rigid_isometry,1,
399,admissible,edge_order,1,
399,admissible,full_iso,1,
399,mutation,metric,1,typed_neighbor=G@1.25
399,mutation,edge_type,1,out_edge_type=G
399,mutation,boundary,1,boundary=open
399,mutation,warrant,1,warrant=definition
399,mutation,continuation,1,continuation=0
399,mutation,role,1,role=participant
400,admissible,rename,1,
400,admissible,rigid_isometry,1,
400,admissible,edge_order,1,
400,admissible,full_iso,1,
400,mutation,metric,1,exists_metric_le=1.25
400,mutation,edge_type,1,out_edge_type=G
400,mutation,boundary,1,boundary=open
400,mutation,warrant,1,warrant=definition
400,mutation,continuation,1,continuation=0
400,mutation,role,1,role=participant
401,admissible,rename,1,
401,admissible,rigid_isometry,1,
401,admissible,edge_order,1,
401,admissible,full_iso,1,
401,mutation,metric,1,exists_metric_le=1.25
401,mutation,edge_type,1,out_edge_type=G
401,mutation,boundary,1,boundary=open
401,mutation,warrant,1,warrant=definition
401,mutation,continuation,1,continuation=0
401,mutation,role,1,role=participant
402,admissible,rename,1,
402,admissible,rigid_isometry,1,
402,admissible,edge_order,1,
402,admissible,full_iso,1,
402,mutation,metric,1,out_edge_type=G
402,mutation,edge_type,1,out_edge_type=G
402,mutation,boundary,1,boundary=open
402,mutation,warrant,1,warrant=definition
402,mutation,continuation,1,continuation=0
402,mutation,role,1,role=participant
403,admissible,rename,1,
403,admissible,rigid_isometry,1,
403,admissible,edge_order,1,
403,admissible,full_iso,1,
403,mutation,metric,1,typed_neighbor=G@1.25
403,mutation,edge_type,1,out_edge_type=G
403,mutation,boundary,1,boundary=open
403,mutation,warrant,1,warrant=definition
403,mutation,continuation,1,continuation=0
403,mutation,role,1,role=participant
404,admissible,rename,1,
404,admissible,rigid_isometry,1,
404,admissible,edge_order,1,
404,admissible,full_iso,1,
404,mutation,metric,1,out_edge_type=G
404,mutation,edge_type,1,out_edge_type=G
404,mutation,boundary,1,boundary=open
404,mutation,warrant,1,warrant=definition
404,mutation,continuation,1,continuation=0
404,mutation,role,1,role=participant
405,admissible,rename,1,
405,admissible,rigid_isometry,1,
405,admissible,edge_order,1,
405,admissible,full_iso,1,
405,mutation,metric,1,out_edge_type=G
405,mutation,edge_type,1,out_edge_type=G
405,mutation,boundary,1,boundary=open
405,mutation,warrant,1,warrant=definition
405,mutation,continuation,1,continuation=0
405,mutation,role,1,role=participant
406,admissible,rename,1,
406,admissible,rigid_isometry,1,
406,admissible,edge_order,1,
406,admissible,full_iso,1,
406,mutation,metric,1,out_edge_type=G
406,mutation,edge_type,1,out_edge_type=G
406,mutation,boundary,1,boundary=open
406,mutation,warrant,1,warrant=definition
406,mutation,continuation,1,continuation=0
406,mutation,role,1,role=participant
407,admissible,rename,1,
407,admissible,rigid_isometry,1,
407,admissible,edge_order,1,
407,admissible,full_iso,1,
407,mutation,metric,1,out_edge_type=G
407,mutation,edge_type,1,out_edge_type=G
407,mutation,boundary,1,boundary=open
407,mutation,warrant,1,warrant=definition
407,mutation,continuation,1,continuation=0
407,mutation,role,1,role=participant
408,admissible,rename,1,
408,admissible,rigid_isometry,1,
408,admissible,edge_order,1,
408,admissible,full_iso,1,
408,mutation,metric,1,out_edge_type=G
408,mutation,edge_type,1,out_edge_type=G
408,mutation,boundary,1,boundary=open
408,mutation,warrant,1,warrant=definition
408,mutation,continuation,1,continuation=0
408,mutation,role,1,role=participant
409,admissible,rename,1,
409,admissible,rigid_isometry,1,
409,admissible,edge_order,1,
409,admissible,full_iso,1,
409,mutation,metric,1,typed_neighbor=G@2.0
409,mutation,edge_type,1,out_edge_type=G
409,mutation,boundary,1,boundary=open
409,mutation,warrant,1,warrant=definition
409,mutation,continuation,1,continuation=0
409,mutation,role,1,role=participant
410,admissible,rename,1,
410,admissible,rigid_isometry,1,
410,admissible,edge_order,1,
410,admissible,full_iso,1,
410,mutation,metric,1,out_edge_type=G
410,mutation,edge_type,1,out_edge_type=G
410,mutation,boundary,1,boundary=open
410,mutation,warrant,1,warrant=definition
410,mutation,continuation,1,continuation=0
410,mutation,role,1,role=participant
411,admissible,rename,1,
411,admissible,rigid_isometry,1,
411,admissible,edge_order,1,
411,admissible,full_iso,1,
411,mutation,metric,1,exists_metric_le=1.25
411,mutation,edge_type,1,out_edge_type=G
411,mutation,boundary,1,boundary=open
411,mutation,warrant,1,warrant=definition
411,mutation,continuation,1,continuation=0
411,mutation,role,1,role=participant
412,admissible,rename,1,
412,admissible,rigid_isometry,1,
412,admissible,edge_order,1,
412,admissible,full_iso,1,
412,mutation,metric,1,out_edge_type=G
412,mutation,edge_type,1,out_edge_type=G
412,mutation,boundary,1,boundary=open
412,mutation,warrant,1,warrant=definition
412,mutation,continuation,1,continuation=0
412,mutation,role,1,role=participant
413,admissible,rename,1,
413,admissible,rigid_isometry,1,
413,admissible,edge_order,1,
413,admissible,full_iso,1,
413,mutation,metric,1,typed_neighbor=G@1.25
413,mutation,edge_type,1,out_edge_type=G
413,mutation,boundary,1,boundary=open
413,mutation,warrant,1,warrant=definition
413,mutation,continuation,1,continuation=0
413,mutation,role,1,role=participant
414,admissible,rename,1,
414,admissible,rigid_isometry,1,
414,admissible,edge_order,1,
414,admissible,full_iso,1,
414,mutation,metric,1,out_edge_type=G
414,mutation,edge_type,1,out_edge_type=G
414,mutation,boundary,1,boundary=open
414,mutation,warrant,1,warrant=definition
414,mutation,continuation,1,continuation=0
414,mutation,role,1,role=participant
415,admissible,rename,1,
415,admissible,rigid_isometry,1,
415,admissible,edge_order,1,
415,admissible,full_iso,1,
415,mutation,metric,1,out_edge_type=G
415,mutation,edge_type,1,out_edge_type=G
415,mutation,boundary,1,boundary=open
415,mutation,warrant,1,warrant=definition
415,mutation,continuation,1,continuation=0
415,mutation,role,1,role=participant
416,admissible,rename,1,
416,admissible,rigid_isometry,1,
416,admissible,edge_order,1,
416,admissible,full_iso,1,
416,mutation,metric,1,out_edge_type=G
416,mutation,edge_type,1,out_edge_type=G
416,mutation,boundary,1,boundary=open
416,mutation,warrant,1,warrant=definition
416,mutation,continuation,1,continuation=0
416,mutation,role,1,role=participant
417,admissible,rename,1,
417,admissible,rigid_isometry,1,
417,admissible,edge_order,1,
417,admissible,full_iso,1,
417,mutation,metric,1,out_edge_type=G
417,mutation,edge_type,1,out_edge_type=G
417,mutation,boundary,1,boundary=open
417,mutation,warrant,1,warrant=definition
417,mutation,continuation,1,continuation=0
417,mutation,role,1,role=participant
418,admissible,rename,1,
418,admissible,rigid_isometry,1,
418,admissible,edge_order,1,
418,admissible,full_iso,1,
418,mutation,metric,1,exists_metric_le=1.25
418,mutation,edge_type,1,out_edge_type=G
418,mutation,boundary,1,boundary=open
418,mutation,warrant,1,warrant=definition
418,mutation,continuation,1,continuation=0
418,mutation,role,1,role=participant
419,admissible,rename,1,
419,admissible,rigid_isometry,1,
419,admissible,edge_order,1,
419,admissible,full_iso,1,
419,mutation,metric,1,typed_neighbor=G@1.25
419,mutation,edge_type,1,out_edge_type=G
419,mutation,boundary,1,boundary=open
419,mutation,warrant,1,warrant=definition
419,mutation,continuation,1,continuation=0
419,mutation,role,1,role=participant
420,admissible,rename,1,
420,admissible,rigid_isometry,1,
420,admissible,edge_order,1,
420,admissible,full_iso,1,
420,mutation,metric,1,out_edge_type=G
420,mutation,edge_type,1,out_edge_type=G
420,mutation,boundary,1,boundary=open
420,mutation,warrant,1,warrant=definition
420,mutation,continuation,1,continuation=0
420,mutation,role,1,role=participant
421,admissible,rename,1,
421,admissible,rigid_isometry,1,
421,admissible,edge_order,1,
421,admissible,full_iso,1,
421,mutation,metric,1,out_edge_type=G
421,mutation,edge_type,1,out_edge_type=G
421,mutation,boundary,1,boundary=open
421,mutation,warrant,1,warrant=definition
421,mutation,continuation,1,continuation=0
421,mutation,role,1,role=participant
422,admissible,rename,1,
422,admissible,rigid_isometry,1,
422,admissible,edge_order,1,
422,admissible,full_iso,1,
422,mutation,metric,1,out_edge_type=G
422,mutation,edge_type,1,out_edge_type=G
422,mutation,boundary,1,boundary=open
422,mutation,warrant,1,warrant=definition
422,mutation,continuation,1,continuation=0
422,mutation,role,1,role=participant
423,admissible,rename,1,
423,admissible,rigid_isometry,1,
423,admissible,edge_order,1,
423,admissible,full_iso,1,
423,mutation,metric,1,exists_metric_le=1.25
423,mutation,edge_type,1,out_edge_type=G
423,mutation,boundary,1,boundary=open
423,mutation,warrant,1,warrant=definition
423,mutation,continuation,1,continuation=0
423,mutation,role,1,role=participant
424,admissible,rename,1,
424,admissible,rigid_isometry,1,
424,admissible,edge_order,1,
424,admissible,full_iso,1,
424,mutation,metric,1,exists_metric_le=1.25
424,mutation,edge_type,1,out_edge_type=G
424,mutation,boundary,1,boundary=open
424,mutation,warrant,1,warrant=definition
424,mutation,continuation,1,continuation=0
424,mutation,role,1,role=participant
425,admissible,rename,1,
425,admissible,rigid_isometry,1,
425,admissible,edge_order,1,
425,admissible,full_iso,1,
425,mutation,metric,1,out_edge_type=G
425,mutation,edge_type,1,out_edge_type=G
425,mutation,boundary,1,boundary=open
425,mutation,warrant,1,warrant=definition
425,mutation,continuation,1,continuation=0
425,mutation,role,1,role=participant
426,admissible,rename,1,
426,admissible,rigid_isometry,1,
426,admissible,edge_order,1,
426,admissible,full_iso,1,
426,mutation,metric,1,out_edge_type=G
426,mutation,edge_type,1,out_edge_type=G
426,mutation,boundary,1,boundary=open
426,mutation,warrant,1,warrant=definition
426,mutation,continuation,1,continuation=0
426,mutation,role,1,role=participant
427,admissible,rename,1,
427,admissible,rigid_isometry,1,
427,admissible,edge_order,1,
427,admissible,full_iso,1,
427,mutation,metric,1,out_edge_type=G
427,mutation,edge_type,1,out_edge_type=G
427,mutation,boundary,1,boundary=open
427,mutation,warrant,1,warrant=definition
427,mutation,continuation,1,continuation=0
427,mutation,role,1,role=participant
428,admissible,rename,1,
428,admissible,rigid_isometry,1,
428,admissible,edge_order,1,
428,admissible,full_iso,1,
428,mutation,metric,1,out_edge_type=G
428,mutation,edge_type,1,out_edge_type=G
428,mutation,boundary,1,boundary=open
428,mutation,warrant,1,warrant=definition
428,mutation,continuation,1,continuation=0
428,mutation,role,1,role=participant
429,admissible,rename,1,
429,admissible,rigid_isometry,1,
429,admissible,edge_order,1,
429,admissible,full_iso,1,
429,mutation,metric,1,exists_metric_le=1.25
429,mutation,edge_type,1,out_edge_type=G
429,mutation,boundary,1,boundary=open
429,mutation,warrant,1,warrant=definition
429,mutation,continuation,1,continuation=0
429,mutation,role,1,role=participant
430,admissible,rename,1,
430,admissible,rigid_isometry,1,
430,admissible,edge_order,1,
430,admissible,full_iso,1,
430,mutation,metric,1,out_edge_type=G
430,mutation,edge_type,1,out_edge_type=G
430,mutation,boundary,1,boundary=open
430,mutation,warrant,1,warrant=definition
430,mutation,continuation,1,continuation=0
430,mutation,role,1,role=participant
431,admissible,rename,1,
431,admissible,rigid_isometry,1,
431,admissible,edge_order,1,
431,admissible,full_iso,1,
431,mutation,metric,1,out_edge_type=G
431,mutation,edge_type,1,out_edge_type=G
431,mutation,boundary,1,boundary=open
431,mutation,warrant,1,warrant=definition
431,mutation,continuation,1,continuation=0
431,mutation,role,1,role=participant
432,admissible,rename,1,
432,admissible,rigid_isometry,1,
432,admissible,edge_order,1,
432,admissible,full_iso,1,
432,mutation,metric,1,exists_metric_le=1.25
432,mutation,edge_type,1,out_edge_type=G
432,mutation,boundary,1,boundary=open
432,mutation,warrant,1,warrant=definition
432,mutation,continuation,1,continuation=0
432,mutation,role,1,role=participant
433,admissible,rename,1,
433,admissible,rigid_isometry,1,
433,admissible,edge_order,1,
433,admissible,full_iso,1,
433,mutation,metric,1,out_edge_type=G
433,mutation,edge_type,1,out_edge_type=G
433,mutation,boundary,1,boundary=open
433,mutation,warrant,1,warrant=definition
433,mutation,continuation,1,continuation=0
433,mutation,role,1,role=participant
434,admissible,rename,1,
434,admissible,rigid_isometry,1,
434,admissible,edge_order,1,
434,admissible,full_iso,1,
434,mutation,metric,1,out_edge_type=G
434,mutation,edge_type,1,out_edge_type=G
434,mutation,boundary,1,boundary=open
434,mutation,warrant,1,warrant=definition
434,mutation,continuation,1,continuation=0
434,mutation,role,1,role=participant
435,admissible,rename,1,
435,admissible,rigid_isometry,1,
435,admissible,edge_order,1,
435,admissible,full_iso,1,
435,mutation,metric,1,exists_metric_le=1.25
435,mutation,edge_type,1,out_edge_type=G
435,mutation,boundary,1,boundary=open
435,mutation,warrant,1,warrant=definition
435,mutation,continuation,1,continuation=0
435,mutation,role,1,role=participant
436,admissible,rename,1,
436,admissible,rigid_isometry,1,
436,admissible,edge_order,1,
436,admissible,full_iso,1,
436,mutation,metric,1,out_edge_type=G
436,mutation,edge_type,1,out_edge_type=G
436,mutation,boundary,1,boundary=open
436,mutation,warrant,1,warrant=definition
436,mutation,continuation,1,continuation=0
436,mutation,role,1,role=participant
437,admissible,rename,1,
437,admissible,rigid_isometry,1,
437,admissible,edge_order,1,
437,admissible,full_iso,1,
437,mutation,metric,1,out_edge_type=G
437,mutation,edge_type,1,out_edge_type=G
437,mutation,boundary,1,boundary=open
437,mutation,warrant,1,warrant=definition
437,mutation,continuation,1,continuation=0
437,mutation,role,1,role=participant
438,admissible,rename,1,
438,admissible,rigid_isometry,1,
438,admissible,edge_order,1,
438,admissible,full_iso,1,
438,mutation,metric,1,exists_metric_le=1.25
438,mutation,edge_type,1,out_edge_type=G
438,mutation,boundary,1,boundary=open
438,mutation,warrant,1,warrant=definition
438,mutation,continuation,1,continuation=0
438,mutation,role,1,role=participant
439,admissible,rename,1,
439,admissible,rigid_isometry,1,
439,admissible,edge_order,1,
439,admissible,full_iso,1,
439,mutation,metric,1,out_edge_type=G
439,mutation,edge_type,1,out_edge_type=G
439,mutation,boundary,1,boundary=open
439,mutation,warrant,1,warrant=definition
439,mutation,continuation,1,continuation=0
439,mutation,role,1,role=participant
440,admissible,rename,1,
440,admissible,rigid_isometry,1,
440,admissible,edge_order,1,
440,admissible,full_iso,1,
440,mutation,metric,1,out_edge_type=G
440,mutation,edge_type,1,out_edge_type=G
440,mutation,boundary,1,boundary=open
440,mutation,warrant,1,warrant=definition
440,mutation,continuation,1,continuation=0
440,mutation,role,1,role=participant
441,admissible,rename,1,
441,admissible,rigid_isometry,1,
441,admissible,edge_order,1,
441,admissible,full_iso,1,
441,mutation,metric,1,out_edge_type=G
441,mutation,edge_type,1,out_edge_type=G
441,mutation,boundary,1,boundary=open
441,mutation,warrant,1,warrant=definition
441,mutation,continuation,1,continuation=0
441,mutation,role,1,role=participant
442,admissible,rename,1,
442,admissible,rigid_isometry,1,
442,admissible,edge_order,1,
442,admissible,full_iso,1,
442,mutation,metric,1,exists_same_type_metric_le=1.25
442,mutation,edge_type,1,out_edge_type=G
442,mutation,boundary,1,boundary=open
442,mutation,warrant,1,warrant=definition
442,mutation,continuation,1,continuation=0
442,mutation,role,1,role=participant
443,admissible,rename,1,
443,admissible,rigid_isometry,1,
443,admissible,edge_order,1,
443,admissible,full_iso,1,
443,mutation,metric,1,out_edge_type=G
443,mutation,edge_type,1,out_edge_type=G
443,mutation,boundary,1,boundary=open
443,mutation,warrant,1,warrant=definition
443,mutation,continuation,1,continuation=0
443,mutation,role,1,role=participant
444,admissible,rename,1,
444,admissible,rigid_isometry,1,
444,admissible,edge_order,1,
444,admissible,full_iso,1,
444,mutation,metric,1,out_edge_type=G
444,mutation,edge_type,1,out_edge_type=G
444,mutation,boundary,1,boundary=open
444,mutation,warrant,1,warrant=definition
444,mutation,continuation,1,continuation=0
444,mutation,role,1,role=participant
445,admissible,rename,1,
445,admissible,rigid_isometry,1,
445,admissible,edge_order,1,
445,admissible,full_iso,1,
445,mutation,metric,1,out_edge_type=G
445,mutation,edge_type,1,out_edge_type=G
445,mutation,boundary,1,boundary=open
445,mutation,warrant,1,warrant=definition
445,mutation,continuation,1,continuation=0
445,mutation,role,1,role=participant
446,admissible,rename,1,
446,admissible,rigid_isometry,1,
446,admissible,edge_order,1,
446,admissible,full_iso,1,
446,mutation,metric,1,typed_neighbor=G@1.25
446,mutation,edge_type,1,out_edge_type=G
446,mutation,boundary,1,boundary=open
446,mutation,warrant,1,warrant=definition
446,mutation,continuation,1,continuation=0
446,mutation,role,1,role=participant
447,admissible,rename,1,
447,admissible,rigid_isometry,1,
447,admissible,edge_order,1,
447,admissible,full_iso,1,
447,mutation,metric,1,exists_metric_le=1.25
447,mutation,edge_type,1,out_edge_type=G
447,mutation,boundary,1,boundary=open
447,mutation,warrant,1,warrant=definition
447,mutation,continuation,1,continuation=0
447,mutation,role,1,role=participant
448,admissible,rename,1,
448,admissible,rigid_isometry,1,
448,admissible,edge_order,1,
448,admissible,full_iso,1,
448,mutation,metric,1,out_edge_type=G
448,mutation,edge_type,1,out_edge_type=G
448,mutation,boundary,1,boundary=open
448,mutation,warrant,1,warrant=definition
448,mutation,continuation,1,continuation=0
448,mutation,role,1,role=participant
449,admissible,rename,1,
449,admissible,rigid_isometry,1,
449,admissible,edge_order,1,
449,admissible,full_iso,1,
449,mutation,metric,1,exists_metric_le=1.25
449,mutation,edge_type,1,out_edge_type=G
449,mutation,boundary,1,boundary=open
449,mutation,warrant,1,warrant=definition
449,mutation,continuation,1,continuation=0
449,mutation,role,1,role=participant
450,admissible,rename,1,
450,admissible,rigid_isometry,1,
450,admissible,edge_order,1,
450,admissible,full_iso,1,
450,mutation,metric,1,out_edge_type=G
450,mutation,edge_type,1,out_edge_type=G
450,mutation,boundary,1,boundary=open
450,mutation,warrant,1,warrant=definition
450,mutation,continuation,1,continuation=0
450,mutation,role,1,role=participant
451,admissible,rename,1,
451,admissible,rigid_isometry,1,
451,admissible,edge_order,1,
451,admissible,full_iso,1,
451,mutation,metric,1,out_edge_type=G
451,mutation,edge_type,1,out_edge_type=G
451,mutation,boundary,1,boundary=open
451,mutation,warrant,1,warrant=definition
451,mutation,continuation,1,continuation=0
451,mutation,role,1,role=participant
452,admissible,rename,1,
452,admissible,rigid_isometry,1,
452,admissible,edge_order,1,
452,admissible,full_iso,1,
452,mutation,metric,1,out_edge_type=G
452,mutation,edge_type,1,out_edge_type=G
452,mutation,boundary,1,boundary=open
452,mutation,warrant,1,warrant=definition
452,mutation,continuation,1,continuation=0
452,mutation,role,1,role=participant
453,admissible,rename,1,
453,admissible,rigid_isometry,1,
453,admissible,edge_order,1,
453,admissible,full_iso,1,
453,mutation,metric,1,exists_metric_le=1.25
453,mutation,edge_type,1,out_edge_type=G
453,mutation,boundary,1,boundary=open
453,mutation,warrant,1,warrant=definition
453,mutation,continuation,1,continuation=0
453,mutation,role,1,role=participant
454,admissible,rename,1,
454,admissible,rigid_isometry,1,
454,admissible,edge_order,1,
454,admissible,full_iso,1,
454,mutation,metric,1,out_edge_type=G
454,mutation,edge_type,1,out_edge_type=G
454,mutation,boundary,1,boundary=open
454,mutation,warrant,1,warrant=definition
454,mutation,continuation,1,continuation=0
454,mutation,role,1,role=participant
455,admissible,rename,1,
455,admissible,rigid_isometry,1,
455,admissible,edge_order,1,
455,admissible,full_iso,1,
455,mutation,metric,1,exists_metric_le=1.25
455,mutation,edge_type,1,out_edge_type=G
455,mutation,boundary,1,boundary=open
455,mutation,warrant,1,warrant=definition
455,mutation,continuation,1,continuation=0
455,mutation,role,1,role=participant
456,admissible,rename,1,
456,admissible,rigid_isometry,1,
456,admissible,edge_order,1,
456,admissible,full_iso,1,
456,mutation,metric,1,out_edge_type=G
456,mutation,edge_type,1,out_edge_type=G
456,mutation,boundary,1,boundary=open
456,mutation,warrant,1,warrant=definition
456,mutation,continuation,1,continuation=0
456,mutation,role,1,role=participant
457,admissible,rename,1,
457,admissible,rigid_isometry,1,
457,admissible,edge_order,1,
457,admissible,full_iso,1,
457,mutation,metric,1,out_edge_type=G
457,mutation,edge_type,1,out_edge_type=G
457,mutation,boundary,1,boundary=open
457,mutation,warrant,1,warrant=definition
457,mutation,continuation,1,continuation=0
457,mutation,role,1,role=participant
458,admissible,rename,1,
