world,complete_max_regret,open_max_regret,aggregate_max_regret,complete_mean_regret,open_mean_regret,aggregate_mean_regret
6162,0.0,0.11571330548738334,3.629570797931388,0.0,0.004821387728640973,1.5425164639541231
6163,0.06639609378918032,0.002300805215064372,3.391825148731571,0.002862370791843529,9.58668839610155e-05,1.3735206401717563
6164,0.0,0.01940470176631942,4.513351483312142,0.0,0.0008085292402633092,1.4112853974825585
6165,0.02317120240896675,0.2735235523708597,4.018158633567255,0.0009654667670402813,0.022144317795905127,1.578925405761008
6166,0.054452250456879736,0.899846438934698,5.45140546707398,0.003039383834802007,0.04284665639482455,1.4075682732558576
6167,0.0,0.0,5.152145170582954,0.0,0.0,1.4516294270178178
6168,0.02536684457906424,0.02536684457906424,4.496503875997601,0.0015295260606622285,0.001092607312322411,1.4489929522092206
6169,0.0,0.4544740523662112,3.129264956009603,0.0,0.018936418848592134,1.247594693425125
6170,0.03799526363995276,0.03799526363995276,2.725635065509762,0.0015831359849980315,0.0015831359849980315,1.3032705438582552
6171,0.07154892808845532,0.8931255345825246,4.681669439739695,0.005477110827519238,0.06092662703676786,1.2870776459223412
6172,0.016077763873536988,0.6875483961242503,4.3092310220594765,0.0006699068280640411,0.04761742929758602,1.2813111032289377
6173,0.006497659213941631,0.1137417551468538,3.998978372295868,0.0002707358005809013,0.008585384960196766,1.2656574211454263
6174,0.0,0.3065200849424867,4.264121829828916,0.0,0.012771670205936947,1.3253101189444794
6175,0.1016165250769796,0.03441582771012097,3.923623580465136,0.0042340218782074834,0.0014339928212550406,1.3713288209225694
6176,0.006572040618081365,0.6014438476600461,4.6142658076761,0.0002738350257533902,0.02506016031916859,1.2257187246213892
6177,0.08132827603841508,0.04663140549214284,3.7194709844645866,0.003388678168267295,0.001942975228839285,1.400275246624206
6178,0.006238418388367251,0.033543452562091125,3.515305763221338,0.0002599340995153021,0.001657577956269099,1.3318555601404334
6179,0.044940828412707745,0.6814855894546046,4.4992286581489225,0.003126530039865428,0.03084982621023172,1.5018768835079535
6180,0.0,0.0,4.738818175190113,0.0,0.0,1.2635860778309556
6181,0.0,0.0,4.449117570915037,0.0,0.0,1.475860129856977
6182,0.0384962278448826,0.6128255011635458,5.035863517806823,0.001604009493536775,0.027138405375351185,1.52462811223504
6183,0.0,0.10677279654579608,5.304942080427719,0.0,0.004448866522741503,1.3257317794058732
6184,0.008775302670842589,0.09158482254055911,3.5468232748288724,0.00036563761128510786,0.004181671883808404,1.3189351943550773
6185,0.0,0.896687129692257,4.37090356053584,0.0,0.04469350485424941,1.1765469186972453
6186,0.009005046268070416,0.15402858170992412,2.8755437203629315,0.0007368069064019553,0.007154664477648794,1.4793078502341233
6187,0.014371337933412498,0.014371337933412498,2.9540419745646482,0.0005988057472255207,0.0009950315961695748,1.387288213700298
6188,0.05036017644818891,0.0,3.062160682857889,0.0020983406853412045,0.0,1.4049165799830317
6189,0.06794420467942808,0.06604660147716979,4.120088512794634,0.0028310085283095032,0.0027519417282154076,1.5449298774196973
6190,0.035113550086331546,0.28660016690820855,3.2728524048896848,0.002148030573331109,0.0149152098668797,1.412349931283688
6191,0.10394770936773567,0.10394770936773567,3.6795960950834394,0.0043311545569889864,0.010290691041562416,1.0672602003088538
6192,0.08973345515348474,0.08973345515348474,3.7954288891580057,0.003948319051607335,0.006489901495527167,1.5321573425138493
6193,0.011811369809786587,0.011811369809786587,5.210309792824335,0.0004921404087411078,0.0004921404087411078,1.4832141424118905
6194,0.01568350673339136,0.01568350673339136,3.6131166664537373,0.0012452653608813296,0.0012452653608813296,1.2337763652274216
6195,0.03671801208180936,0.03671801208180936,4.35929593238679,0.0017521962557737563,0.0017521962557737563,1.4460192651676838
6196,0.07153072440609909,0.07153072440609909,4.586109847713044,0.0043927527768546455,0.0043927527768546455,1.3897124725143926
6197,0.11569377714118056,1.2379041429714277,4.301217190635215,0.007538879373835516,0.0545970038661825,1.2056328885918226
6198,0.0,0.0,5.074431636549835,0.0,0.0,1.4516875595406296
6199,0.06497290939822609,0.8710283427201688,4.585859842739222,0.0027072045582594204,0.03900005217159979,1.5792855107171657
6200,0.02120021577680198,0.41532140577584353,3.062925928205273,0.0008833423240334157,0.02423739624156196,1.3591369357035727
6201,0.0,0.14441542172858401,3.771482823544692,0.0,0.007476706543680943,1.1658340048872875
6202,0.037586169082951704,0.037586169082951704,3.4240905452703085,0.001566090378456321,0.001566090378456321,1.2548939215870345
6203,0.0,0.0,3.5636203103148194,0.0,0.0,1.1936139831784691
6204,0.06728742936509491,0.06728742936509491,3.3509498345142363,0.002803642890212288,0.003931297498615631,1.2345074994675407
6205,0.03774810958389596,0.7439705214249367,5.260921061176099,0.0019669859273896326,0.03139291975409966,1.3529714373828987
6206,0.0,0.0,4.15220634250378,0.0,0.0,1.378436190000894
6207,0.0,0.7644542787024428,3.092182623560572,0.0,0.03185226161260178,1.3708296758164957
6208,0.08903837046441743,0.7069189100847781,3.9302457616199016,0.0037099321026840596,0.03335598708318717,1.2998604498660125
6209,0.03369824092019624,0.03369824092019624,3.779188042592043,0.0014040933716748434,0.0014040933716748434,1.2860248570229114
6210,0.0,1.0388822413690222,2.963970872000549,0.0,0.04328676005704259,1.4041771013731683
6211,0.1144212989244433,0.054376677765404446,4.486104508074637,0.0077124533984560635,0.002944899276604259,1.4661871373073072
6212,0.0357029231305368,0.0357029231305368,3.8848122081433143,0.0014876217971057,0.0014876217971057,1.4164748097513549
6213,0.0,0.5472611970602377,3.955708067839678,0.0,0.022802549877509903,1.454442760332433
6214,0.02827042990096451,0.02827042990096451,3.5189820133811454,0.0021182408202819933,0.0021182408202819933,1.3541382004461482
6215,0.0,0.6606689247307453,3.593408829957773,0.0,0.027527871863781056,1.3562391702707004
6216,0.09426400904357846,0.09426400904357846,3.2862538708894213,0.004825806552431987,0.004825806552431987,1.2020831843317163
6217,0.0,0.0,2.870233827108546,0.0,0.0,1.1942699249080813
